text,level1,level2,polarity,source,lang,style
دوستان کسی تجربه‌ای درباره این محصول داره؟ انتظارم رو برآورده نکرد. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Request,pricing_request,negative,social_media,fa,semi_formal
تجربه بدی داشتم، انتظارم رو برآورده نکرد. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,negative,social_media,fa,informal
خواستم بازخورد بدم، باید بیشتر استفاده کنم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Feedback,feature_request_feedback,neutral,social_media,fa,formal
یه سوال دارم، نظر خاصی ندارم فعلاً. فعلاً نه خیلی خوب بوده نه خیلی بد. (پست در شبکه‌های اجتماعی).,Query,technical_support_query,neutral,social_media,fa,semi_formal
کسی می‌تونه راهنمایی کنه؟ انتظارم رو برآورده نکرد. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Request,order_status_request,negative,social_media,fa,informal
یک تجربه کوتاه از خرید، خیلی خوب بود. نسبت به قیمتی که پرداخت کردم عالی بود. (پست در شبکه‌های اجتماعی).,Feedback,suggestion_feedback,positive,social_media,fa,formal
نظرتون درباره این محصول چیه؟ باید بیشتر استفاده کنم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Request,product_info_request,neutral,social_media,fa,formal
خواستم بازخورد بدم، نه خوب بود نه بد. فعلاً نه خیلی خوب بوده نه خیلی بد. (پست در شبکه‌های اجتماعی).,Feedback,positive_experience_feedback,neutral,social_media,fa,formal
نظرتون درباره این محصول چیه؟ نه خوب بود نه بد. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Request,pricing_request,neutral,social_media,fa,informal
دوستان کسی تجربه‌ای درباره این محصول داره؟ خریدش اشتباه بود. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Request,availability_request,negative,social_media,fa,formal
متأسفانه اصلاً خوب نبود، ارزش خرید داره. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Complaint,delivery_delay_complaint,positive,social_media,fa,formal
یک تجربه کوتاه از خرید، خیلی خوب بود. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Feedback,positive_experience_feedback,positive,social_media,fa,informal
نظرمو درباره این محصول می‌گم، خیلی خوب بود. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Feedback,suggestion_feedback,positive,social_media,fa,formal
نظرتون درباره این محصول چیه؟ خریدش اشتباه بود. اصلاً چیزی که انتظار داشتم نبود. (پست در شبکه‌های اجتماعی).,Request,pricing_request,negative,social_media,fa,semi_formal
دوستان کسی تجربه‌ای درباره این محصول داره؟ نه خوب بود نه بد. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Request,order_status_request,neutral,social_media,fa,formal
کسی می‌دونه که آیا… ارزش خرید داره. واقعاً از خریدم راضی‌ام. (پست در شبکه‌های اجتماعی).,Query,technical_support_query,positive,social_media,fa,formal
واقعاً از این برند ناامید شدم، خریدش اشتباه بود. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,negative,social_media,fa,formal
کسی می‌دونه که آیا… ازش راضیم. نسبت به قیمتی که پرداخت کردم عالی بود. (پست در شبکه‌های اجتماعی).,Query,warranty_query,positive,social_media,fa,semi_formal
واقعاً از این برند ناامید شدم، ارزش خرید داره. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,positive,social_media,fa,semi_formal
نظرتون درباره این محصول چیه؟ باید بیشتر استفاده کنم. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Request,product_info_request,neutral,social_media,fa,informal
یه سوال دارم، نظر خاصی ندارم فعلاً. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Query,return_process_query,neutral,social_media,fa,semi_formal
نظرتون درباره این محصول چیه؟ اصلاً پیشنهاد نمی‌کنم. اصلاً چیزی که انتظار داشتم نبود. (پست در شبکه‌های اجتماعی).,Request,availability_request,negative,social_media,fa,semi_formal
کسی می‌دونه که آیا… اصلاً پیشنهاد نمی‌کنم. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Query,warranty_query,negative,social_media,fa,informal
خواستم بازخورد بدم، نظر خاصی ندارم فعلاً. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Feedback,negative_experience_feedback,neutral,social_media,fa,formal
یه سوال دارم، نظر خاصی ندارم فعلاً. فعلاً نه خیلی خوب بوده نه خیلی بد. (پست در شبکه‌های اجتماعی).,Query,technical_support_query,neutral,social_media,fa,semi_formal
تجربه بدی داشتم، خیلی خوب بود. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,positive,social_media,fa,formal
کسی می‌دونه که آیا… خریدش اشتباه بود. اصلاً چیزی که انتظار داشتم نبود. (پست در شبکه‌های اجتماعی).,Query,technical_support_query,negative,social_media,fa,semi_formal
کسی می‌تونه راهنمایی کنه؟ باید بیشتر استفاده کنم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Request,pricing_request,neutral,social_media,fa,formal
خواستم بازخورد بدم، خیلی خوب بود. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Feedback,negative_experience_feedback,positive,social_media,fa,formal
نظرتون درباره این محصول چیه؟ نه خوب بود نه بد. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Request,pricing_request,neutral,social_media,fa,semi_formal
متأسفانه اصلاً خوب نبود، اصلاً پیشنهاد نمی‌کنم. اصلاً چیزی که انتظار داشتم نبود. (پست در شبکه‌های اجتماعی).,Complaint,delivery_delay_complaint,negative,social_media,fa,formal
کسی می‌تونه راهنمایی کنه؟ خریدش اشتباه بود. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Request,pricing_request,negative,social_media,fa,informal
تجربه بدی داشتم، خیلی خوب بود. واقعاً از خریدم راضی‌ام. (پست در شبکه‌های اجتماعی).,Complaint,delivery_delay_complaint,positive,social_media,fa,informal
نظرمو درباره این محصول می‌گم، نه خوب بود نه بد. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Feedback,suggestion_feedback,neutral,social_media,fa,semi_formal
کسی می‌تونه راهنمایی کنه؟ خیلی خوب بود. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Request,order_status_request,positive,social_media,fa,formal
دوستان کسی تجربه‌ای درباره این محصول داره؟ باید بیشتر استفاده کنم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Request,product_info_request,neutral,social_media,fa,semi_formal
نظرتون درباره این محصول چیه؟ انتظارم رو برآورده نکرد. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Request,pricing_request,negative,social_media,fa,semi_formal
نظرتون درباره این محصول چیه؟ خریدش اشتباه بود. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Request,order_status_request,negative,social_media,fa,informal
کسی می‌دونه که آیا… نظر خاصی ندارم فعلاً. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Query,refund_policy_query,neutral,social_media,fa,semi_formal
خواستم بازخورد بدم، انتظارم رو برآورده نکرد. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Feedback,positive_experience_feedback,negative,social_media,fa,informal
واقعاً از این برند ناامید شدم، ازش راضیم. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,positive,social_media,fa,informal
کسی می‌تونه راهنمایی کنه؟ خریدش اشتباه بود. اصلاً چیزی که انتظار داشتم نبود. (پست در شبکه‌های اجتماعی).,Request,pricing_request,negative,social_media,fa,formal
نظرتون درباره این محصول چیه؟ خریدش اشتباه بود. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Request,pricing_request,negative,social_media,fa,formal
یک تجربه کوتاه از خرید، انتظارم رو برآورده نکرد. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Feedback,positive_experience_feedback,negative,social_media,fa,semi_formal
کسی می‌تونه راهنمایی کنه؟ خیلی خوب بود. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Request,availability_request,positive,social_media,fa,formal
کسی می‌دونه که آیا… باید بیشتر استفاده کنم. فعلاً نه خیلی خوب بوده نه خیلی بد. (پست در شبکه‌های اجتماعی).,Query,warranty_query,neutral,social_media,fa,formal
می‌خواستم بدونم که… باید بیشتر استفاده کنم. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Query,warranty_query,neutral,social_media,fa,semi_formal
می‌خواستم بدونم که… نظر خاصی ندارم فعلاً. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Query,return_process_query,neutral,social_media,fa,informal
کسی می‌دونه که آیا… نظر خاصی ندارم فعلاً. فعلاً نه خیلی خوب بوده نه خیلی بد. (پست در شبکه‌های اجتماعی).,Query,technical_support_query,neutral,social_media,fa,formal
کسی می‌تونه راهنمایی کنه؟ نظر خاصی ندارم فعلاً. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Request,product_info_request,neutral,social_media,fa,formal
تجربه بدی داشتم، نظر خاصی ندارم فعلاً. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,neutral,social_media,fa,informal
کسی می‌دونه که آیا… ارزش خرید داره. نسبت به قیمتی که پرداخت کردم عالی بود. (پست در شبکه‌های اجتماعی).,Query,technical_support_query,positive,social_media,fa,formal
متأسفانه اصلاً خوب نبود، ازش راضیم. واقعاً از خریدم راضی‌ام. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,positive,social_media,fa,formal
تجربه بدی داشتم، خیلی خوب بود. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Complaint,support_inefficiency_complaint,positive,social_media,fa,formal
می‌خواستم بدونم که… باید بیشتر استفاده کنم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Query,warranty_query,neutral,social_media,fa,formal
تجربه بدی داشتم، اصلاً پیشنهاد نمی‌کنم. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Complaint,delivery_delay_complaint,negative,social_media,fa,informal
دوستان کسی تجربه‌ای درباره این محصول داره؟ خیلی خوب بود. نسبت به قیمتی که پرداخت کردم عالی بود. (پست در شبکه‌های اجتماعی).,Request,availability_request,positive,social_media,fa,semi_formal
کسی می‌تونه راهنمایی کنه؟ نظر خاصی ندارم فعلاً. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Request,product_info_request,neutral,social_media,fa,informal
نظرمو درباره این محصول می‌گم، اصلاً پیشنهاد نمی‌کنم. اصلاً چیزی که انتظار داشتم نبود. (پست در شبکه‌های اجتماعی).,Feedback,positive_experience_feedback,negative,social_media,fa,informal
خواستم بازخورد بدم، نه خوب بود نه بد. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Feedback,negative_experience_feedback,neutral,social_media,fa,formal
نظرمو درباره این محصول می‌گم، نظر خاصی ندارم فعلاً. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Feedback,feature_request_feedback,neutral,social_media,fa,formal
نظرمو درباره این محصول می‌گم، خریدش اشتباه بود. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Feedback,positive_experience_feedback,negative,social_media,fa,semi_formal
می‌خواستم بدونم که… ارزش خرید داره. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Query,technical_support_query,positive,social_media,fa,formal
خواستم بازخورد بدم، نه خوب بود نه بد. فعلاً نه خیلی خوب بوده نه خیلی بد. (پست در شبکه‌های اجتماعی).,Feedback,negative_experience_feedback,neutral,social_media,fa,informal
کسی می‌دونه که آیا… باید بیشتر استفاده کنم. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Query,warranty_query,neutral,social_media,fa,semi_formal
می‌خواستم بدونم که… خیلی خوب بود. واقعاً از خریدم راضی‌ام. (پست در شبکه‌های اجتماعی).,Query,warranty_query,positive,social_media,fa,semi_formal
یه سوال دارم، خریدش اشتباه بود. اصلاً چیزی که انتظار داشتم نبود. (پست در شبکه‌های اجتماعی).,Query,return_process_query,negative,social_media,fa,semi_formal
دوستان کسی تجربه‌ای درباره این محصول داره؟ ازش راضیم. واقعاً از خریدم راضی‌ام. (پست در شبکه‌های اجتماعی).,Request,product_info_request,positive,social_media,fa,formal
تجربه بدی داشتم، اصلاً پیشنهاد نمی‌کنم. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Complaint,misleading_description_complaint,negative,social_media,fa,formal
خواستم بازخورد بدم، خریدش اشتباه بود. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Feedback,positive_experience_feedback,negative,social_media,fa,semi_formal
می‌خواستم بدونم که… انتظارم رو برآورده نکرد. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Query,refund_policy_query,negative,social_media,fa,informal
کسی می‌دونه که آیا… نظر خاصی ندارم فعلاً. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Query,warranty_query,neutral,social_media,fa,formal
نظرمو درباره این محصول می‌گم، اصلاً پیشنهاد نمی‌کنم. به هیچ‌کس توصیه نمی‌کنم. (پست در شبکه‌های اجتماعی).,Feedback,feature_request_feedback,negative,social_media,fa,formal
نظرتون درباره این محصول چیه؟ نه خوب بود نه بد. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Request,product_info_request,neutral,social_media,fa,semi_formal
یک تجربه کوتاه از خرید، ازش راضیم. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Feedback,negative_experience_feedback,positive,social_media,fa,semi_formal
می‌خواستم بدونم که… خریدش اشتباه بود. اصلاً چیزی که انتظار داشتم نبود. (پست در شبکه‌های اجتماعی).,Query,warranty_query,negative,social_media,fa,formal
متأسفانه اصلاً خوب نبود، نه خوب بود نه بد. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Complaint,delivery_delay_complaint,neutral,social_media,fa,formal
واقعاً از این برند ناامید شدم، ازش راضیم. واقعاً از خریدم راضی‌ام. (پست در شبکه‌های اجتماعی).,Complaint,misleading_description_complaint,positive,social_media,fa,formal
متأسفانه اصلاً خوب نبود، باید بیشتر استفاده کنم. فعلاً نه خیلی خوب بوده نه خیلی بد. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,neutral,social_media,fa,semi_formal
تجربه بدی داشتم، باید بیشتر استفاده کنم. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,neutral,social_media,fa,formal
کسی می‌تونه راهنمایی کنه؟ خریدش اشتباه بود. پشتیبانی هم پاسخ‌گو نبود. (پست در شبکه‌های اجتماعی).,Request,pricing_request,negative,social_media,fa,semi_formal
دوستان کسی تجربه‌ای درباره این محصول داره؟ باید بیشتر استفاده کنم. تجربه‌ام تا الان معمولی بوده. (پست در شبکه‌های اجتماعی).,Request,pricing_request,neutral,social_media,fa,formal
تجربه بدی داشتم، ارزش خرید داره. نسبت به قیمتی که پرداخت کردم عالی بود. (پست در شبکه‌های اجتماعی).,Complaint,product_quality_complaint,positive,social_media,fa,semi_formal
کسی می‌دونه که آیا… ارزش خرید داره. حتماً دوباره از همین جا سفارش می‌دم. (پست در شبکه‌های اجتماعی).,Query,warranty_query,positive,social_media,fa,informal
یه سوال دارم، نه خوب بود نه بد. باید بیشتر استفاده کنم تا بتونم نظر قطعی بدم. (پست در شبکه‌های اجتماعی).,Query,return_process_query,neutral,social_media,fa,formal
کسی می‌تونه راهنمایی کنه؟ ازش راضیم. نسبت به قیمتی که پرداخت کردم عالی بود. (پست در شبکه‌های اجتماعی).,Request,availability_request,positive,social_media,fa,formal
کسی می‌تونه راهنمایی کنه؟ خیلی خوب بود. واقعاً از خریدم راضی‌ام. (پست در شبکه‌های اجتماعی).,Request,availability_request,positive,social_media,fa,semi_formal
خواستم بازخورد بدم، ازش راضیم. نسبت به قیمتی که پرداخت کردم عالی بود. (پست در شبکه‌های اجتماعی).,Feedback,positive_experience_feedback,positive,social_media,fa,informal
